Año;Proceso;Órgano;Sexo;Grupo de edad;Cantidad;Tipo de donante
2017;Lista de espera de donación de órganos;Hígado;Mujer;50-59 años;13;No aplica
2017;Lista de espera de donación de órganos;Hígado;Mujer;60-69 años;15;No aplica
2017;Lista de espera de donación de órganos;Hígado;Mujer;> 70  años;4;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Hombre;0-9 años;0;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Hombre;10-19 años;0;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Hombre;20-29 años;0;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Hombre;30-39 años;0;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Hombre;40-49 años;1;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Hombre;50-59 años;3;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Hombre;60-69 años;1;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Hombre;> 70  años;0;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Mujer;0-9 años;0;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Mujer;10-19 años;0;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Mujer;20-29 años;0;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Mujer;30-39 años;2;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Mujer;40-49 años;4;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Mujer;50-59 años;6;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Mujer;60-69 años;3;No aplica
2017;Lista de espera de donación de órganos;Pulmón;Mujer;> 70  años;0;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;0-9 años;4;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;10-19 años;23;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;20-29 años;53;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;30-39 años;70;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;40-49 años;49;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;50-59 años;76;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;60-69 años;44;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;> 70  años;73;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;0-9 años;3;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;10-19 años;5;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;20-29 años;41;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;30-39 años;64;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;40-49 años;53;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;50-59 años;55;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;60-69 años;41;No aplica
2017;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;> 70  años;96;No aplica
2018;Lista de espera de donación de órganos;Riñón;Hombre;0-9 años;9;No aplica
2018;Lista de espera de donación de órganos;Riñón;Hombre;10-19 años;22;No aplica
2018;Lista de espera de donación de órganos;Riñón;Hombre;20-29 años;100;No aplica
2018;Lista de espera de donación de órganos;Riñón;Hombre;30-39 años;184;No aplica
2018;Lista de espera de donación de órganos;Riñón;Hombre;40-49 años;210;No aplica
2018;Lista de espera de donación de órganos;Riñón;Hombre;50-59 años;266;No aplica
2018;Lista de espera de donación de órganos;Riñón;Hombre;60-69 años;185;No aplica
2018;Lista de espera de donación de órganos;Riñón;Hombre;> 70  años;40;No aplica
2018;Lista de espera de donación de órganos;Riñón;Mujer;0-9 años;5;No aplica
2018;Lista de espera de donación de órganos;Riñón;Mujer;10-19 años;21;No aplica
2018;Lista de espera de donación de órganos;Riñón;Mujer;20-29 años;105;No aplica
2018;Lista de espera de donación de órganos;Riñón;Mujer;30-39 años;176;No aplica
2018;Lista de espera de donación de órganos;Riñón;Mujer;40-49 años;156;No aplica
2018;Lista de espera de donación de órganos;Riñón;Mujer;50-59 años;163;No aplica
2018;Lista de espera de donación de órganos;Riñón;Mujer;60-69 años;65;No aplica
2018;Lista de espera de donación de órganos;Riñón;Mujer;> 70  años;15;No aplica
2018;Lista de espera de donación de órganos;Corazón;Hombre;0-9 años;0;No aplica
2018;Lista de espera de donación de órganos;Corazón;Hombre;10-19 años;0;No aplica
2018;Lista de espera de donación de órganos;Corazón;Hombre;20-29 años;1;No aplica
2018;Lista de espera de donación de órganos;Corazón;Hombre;30-39 años;1;No aplica
2018;Lista de espera de donación de órganos;Corazón;Hombre;40-49 años;4;No aplica
2018;Lista de espera de donación de órganos;Corazón;Hombre;50-59 años;1;No aplica
2018;Lista de espera de donación de órganos;Corazón;Hombre;60-69 años;2;No aplica
2018;Lista de espera de donación de órganos;Corazón;Hombre;> 70  años;0;No aplica
2018;Lista de espera de donación de órganos;Corazón;Mujer;0-9 años;0;No aplica
2018;Lista de espera de donación de órganos;Corazón;Mujer;10-19 años;0;No aplica
2018;Lista de espera de donación de órganos;Corazón;Mujer;20-29 años;0;No aplica
2018;Lista de espera de donación de órganos;Corazón;Mujer;30-39 años;3;No aplica
2018;Lista de espera de donación de órganos;Corazón;Mujer;40-49 años;1;No aplica
2018;Lista de espera de donación de órganos;Corazón;Mujer;50-59 años;0;No aplica
2018;Lista de espera de donación de órganos;Corazón;Mujer;60-69 años;1;No aplica
2018;Lista de espera de donación de órganos;Corazón;Mujer;> 70  años;0;No aplica
2018;Lista de espera de donación de órganos;Hígado;Hombre;0-9 años;6;No aplica
2018;Lista de espera de donación de órganos;Hígado;Hombre;10-19 años;2;No aplica
2018;Lista de espera de donación de órganos;Hígado;Hombre;20-29 años;1;No aplica
2018;Lista de espera de donación de órganos;Hígado;Hombre;30-39 años;2;No aplica
2018;Lista de espera de donación de órganos;Hígado;Hombre;40-49 años;3;No aplica
2018;Lista de espera de donación de órganos;Hígado;Hombre;50-59 años;6;No aplica
2018;Lista de espera de donación de órganos;Hígado;Hombre;60-69 años;21;No aplica
2018;Lista de espera de donación de órganos;Hígado;Hombre;> 70  años;0;No aplica
2018;Lista de espera de donación de órganos;Hígado;Mujer;0-9 años;4;No aplica
2018;Lista de espera de donación de órganos;Hígado;Mujer;10-19 años;0;No aplica
2018;Lista de espera de donación de órganos;Hígado;Mujer;20-29 años;4;No aplica
2018;Lista de espera de donación de órganos;Hígado;Mujer;30-39 años;3;No aplica
2018;Lista de espera de donación de órganos;Hígado;Mujer;40-49 años;6;No aplica
2018;Lista de espera de donación de órganos;Hígado;Mujer;50-59 años;23;No aplica
2018;Lista de espera de donación de órganos;Hígado;Mujer;60-69 años;16;No aplica
2018;Lista de espera de donación de órganos;Hígado;Mujer;> 70  años;7;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Hombre;0-9 años;0;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Hombre;10-19 años;0;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Hombre;20-29 años;0;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Hombre;30-39 años;1;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Hombre;40-49 años;0;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Hombre;50-59 años;5;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Hombre;60-69 años;4;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Hombre;> 70  años;0;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Mujer;0-9 años;0;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Mujer;10-19 años;0;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Mujer;20-29 años;0;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Mujer;30-39 años;2;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Mujer;40-49 años;1;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Mujer;50-59 años;7;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Mujer;60-69 años;1;No aplica
2018;Lista de espera de donación de órganos;Pulmón;Mujer;> 70  años;0;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;0-9 años;8;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;10-19 años;35;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;20-29 años;73;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;30-39 años;71;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;40-49 años;39;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;50-59 años;53;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;60-69 años;43;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;> 70  años;68;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;0-9 años;4;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;10-19 años;15;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;20-29 años;51;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;30-39 años;74;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;40-49 años;37;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;50-59 años;59;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;60-69 años;47;No aplica
2018;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;> 70  años;71;No aplica
2019;Lista de espera de donación de órganos;Riñón;Hombre;0-9 años;9;No aplica
2019;Lista de espera de donación de órganos;Riñón;Hombre;10-19 años;18;No aplica
2019;Lista de espera de donación de órganos;Riñón;Hombre;20-29 años;89;No aplica
2019;Lista de espera de donación de órganos;Riñón;Hombre;30-39 años;178;No aplica
2019;Lista de espera de donación de órganos;Riñón;Hombre;40-49 años;200;No aplica
2019;Lista de espera de donación de órganos;Riñón;Hombre;50-59 años;255;No aplica
2019;Lista de espera de donación de órganos;Riñón;Hombre;60-69 años;202;No aplica
2019;Lista de espera de donación de órganos;Riñón;Hombre;> 70  años;43;No aplica
2019;Lista de espera de donación de órganos;Riñón;Mujer;0-9 años;7;No aplica
2019;Lista de espera de donación de órganos;Riñón;Mujer;10-19 años;24;No aplica
2019;Lista de espera de donación de órganos;Riñón;Mujer;20-29 años;105;No aplica
2019;Lista de espera de donación de órganos;Riñón;Mujer;30-39 años;159;No aplica
2019;Lista de espera de donación de órganos;Riñón;Mujer;40-49 años;168;No aplica
2019;Lista de espera de donación de órganos;Riñón;Mujer;50-59 años;161;No aplica
2019;Lista de espera de donación de órganos;Riñón;Mujer;60-69 años;81;No aplica
2019;Lista de espera de donación de órganos;Riñón;Mujer;> 70  años;19;No aplica
2019;Lista de espera de donación de órganos;Corazón;Hombre;0-9 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Hombre;10-19 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Hombre;20-29 años;1;No aplica
2019;Lista de espera de donación de órganos;Corazón;Hombre;30-39 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Hombre;40-49 años;1;No aplica
2019;Lista de espera de donación de órganos;Corazón;Hombre;50-59 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Hombre;60-69 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Hombre;> 70  años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Mujer;0-9 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Mujer;10-19 años;1;No aplica
2019;Lista de espera de donación de órganos;Corazón;Mujer;20-29 años;1;No aplica
2019;Lista de espera de donación de órganos;Corazón;Mujer;30-39 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Mujer;40-49 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Mujer;50-59 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Mujer;60-69 años;0;No aplica
2019;Lista de espera de donación de órganos;Corazón;Mujer;> 70  años;0;No aplica
2019;Lista de espera de donación de órganos;Hígado;Hombre;0-9 años;6;No aplica
2019;Lista de espera de donación de órganos;Hígado;Hombre;10-19 años;1;No aplica
2019;Lista de espera de donación de órganos;Hígado;Hombre;20-29 años;5;No aplica
2019;Lista de espera de donación de órganos;Hígado;Hombre;30-39 años;2;No aplica
2019;Lista de espera de donación de órganos;Hígado;Hombre;40-49 años;4;No aplica
2019;Lista de espera de donación de órganos;Hígado;Hombre;50-59 años;4;No aplica
2019;Lista de espera de donación de órganos;Hígado;Hombre;60-69 años;18;No aplica
2019;Lista de espera de donación de órganos;Hígado;Hombre;> 70  años;4;No aplica
2019;Lista de espera de donación de órganos;Hígado;Mujer;0-9 años;6;No aplica
2019;Lista de espera de donación de órganos;Hígado;Mujer;10-19 años;5;No aplica
2019;Lista de espera de donación de órganos;Hígado;Mujer;20-29 años;0;No aplica
2019;Lista de espera de donación de órganos;Hígado;Mujer;30-39 años;2;No aplica
2019;Lista de espera de donación de órganos;Hígado;Mujer;40-49 años;7;No aplica
2019;Lista de espera de donación de órganos;Hígado;Mujer;50-59 años;13;No aplica
2019;Lista de espera de donación de órganos;Hígado;Mujer;60-69 años;19;No aplica
2019;Lista de espera de donación de órganos;Hígado;Mujer;> 70  años;1;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Hombre;0-9 años;0;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Hombre;10-19 años;0;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Hombre;20-29 años;0;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Hombre;30-39 años;2;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Hombre;40-49 años;3;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Hombre;50-59 años;5;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Hombre;60-69 años;1;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Hombre;> 70  años;0;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Mujer;0-9 años;0;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Mujer;10-19 años;0;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Mujer;20-29 años;1;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Mujer;30-39 años;5;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Mujer;40-49 años;3;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Mujer;50-59 años;7;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Mujer;60-69 años;1;No aplica
2019;Lista de espera de donación de órganos;Pulmón;Mujer;> 70  años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;0-9 años;2;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;10-19 años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;20-29 años;1;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;30-39 años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;40-49 años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;50-59 años;1;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;60-69 años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;> 70  años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;0-9 años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;10-19 años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;20-29 años;1;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;30-39 años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;40-49 años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;50-59 años;2;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;60-69 años;0;No aplica
2019;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;> 70  años;0;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;0-9 años;2;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;10-19 años;15;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;20-29 años;55;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;30-39 años;65;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;40-49 años;38;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;50-59 años;55;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;60-69 años;38;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;> 70  años;91;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;0-9 años;2;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;10-19 años;6;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;20-29 años;36;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;30-39 años;45;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;40-49 años;28;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;50-59 años;49;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;60-69 años;48;No aplica
2019;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;> 70  años;90;No aplica
2020;Lista de espera de donación de órganos;Riñón;Hombre;0-9 años;5;No aplica
2020;Lista de espera de donación de órganos;Riñón;Hombre;10-19 años;16;No aplica
2020;Lista de espera de donación de órganos;Riñón;Hombre;20-29 años;91;No aplica
2020;Lista de espera de donación de órganos;Riñón;Hombre;30-39 años;155;No aplica
2020;Lista de espera de donación de órganos;Riñón;Hombre;40-49 años;199;No aplica
2020;Lista de espera de donación de órganos;Riñón;Hombre;50-59 años;263;No aplica
2020;Lista de espera de donación de órganos;Riñón;Hombre;60-69 años;202;No aplica
2020;Lista de espera de donación de órganos;Riñón;Hombre;> 70  años;37;No aplica
2020;Lista de espera de donación de órganos;Riñón;Mujer;0-9 años;4;No aplica
2020;Lista de espera de donación de órganos;Riñón;Mujer;10-19 años;17;No aplica
2020;Lista de espera de donación de órganos;Riñón;Mujer;20-29 años;110;No aplica
2020;Lista de espera de donación de órganos;Riñón;Mujer;30-39 años;172;No aplica
2020;Lista de espera de donación de órganos;Riñón;Mujer;40-49 años;161;No aplica
2020;Lista de espera de donación de órganos;Riñón;Mujer;50-59 años;149;No aplica
2020;Lista de espera de donación de órganos;Riñón;Mujer;60-69 años;91;No aplica
2020;Lista de espera de donación de órganos;Riñón;Mujer;> 70  años;21;No aplica
2020;Lista de espera de donación de órganos;Corazón;Hombre;0-9 años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Hombre;10-19 años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Hombre;20-29 años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Hombre;30-39 años;1;No aplica
2020;Lista de espera de donación de órganos;Corazón;Hombre;40-49 años;2;No aplica
2020;Lista de espera de donación de órganos;Corazón;Hombre;50-59 años;2;No aplica
2020;Lista de espera de donación de órganos;Corazón;Hombre;60-69 años;1;No aplica
2020;Lista de espera de donación de órganos;Corazón;Hombre;> 70  años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Mujer;0-9 años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Mujer;10-19 años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Mujer;20-29 años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Mujer;30-39 años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Mujer;40-49 años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Mujer;50-59 años;2;No aplica
2020;Lista de espera de donación de órganos;Corazón;Mujer;60-69 años;0;No aplica
2020;Lista de espera de donación de órganos;Corazón;Mujer;> 70  años;0;No aplica
2020;Lista de espera de donación de órganos;Hígado;Hombre;0-9 años;4;No aplica
2020;Lista de espera de donación de órganos;Hígado;Hombre;10-19 años;1;No aplica
2020;Lista de espera de donación de órganos;Hígado;Hombre;20-29 años;4;No aplica
2020;Lista de espera de donación de órganos;Hígado;Hombre;30-39 años;3;No aplica
2020;Lista de espera de donación de órganos;Hígado;Hombre;40-49 años;6;No aplica
2020;Lista de espera de donación de órganos;Hígado;Hombre;50-59 años;10;No aplica
2020;Lista de espera de donación de órganos;Hígado;Hombre;60-69 años;22;No aplica
2020;Lista de espera de donación de órganos;Hígado;Hombre;> 70  años;3;No aplica
2020;Lista de espera de donación de órganos;Hígado;Mujer;0-9 años;3;No aplica
2020;Lista de espera de donación de órganos;Hígado;Mujer;10-19 años;1;No aplica
2020;Lista de espera de donación de órganos;Hígado;Mujer;20-29 años;3;No aplica
2020;Lista de espera de donación de órganos;Hígado;Mujer;30-39 años;4;No aplica
2020;Lista de espera de donación de órganos;Hígado;Mujer;40-49 años;2;No aplica
2020;Lista de espera de donación de órganos;Hígado;Mujer;50-59 años;16;No aplica
2020;Lista de espera de donación de órganos;Hígado;Mujer;60-69 años;27;No aplica
2020;Lista de espera de donación de órganos;Hígado;Mujer;> 70  años;5;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Hombre;0-9 años;0;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Hombre;10-19 años;0;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Hombre;20-29 años;0;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Hombre;30-39 años;2;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Hombre;40-49 años;3;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Hombre;50-59 años;4;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Hombre;60-69 años;2;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Hombre;> 70  años;0;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Mujer;0-9 años;0;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Mujer;10-19 años;0;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Mujer;20-29 años;2;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Mujer;30-39 años;5;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Mujer;40-49 años;5;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Mujer;50-59 años;7;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Mujer;60-69 años;1;No aplica
2020;Lista de espera de donación de órganos;Pulmón;Mujer;> 70  años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;0-9 años;2;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;10-19 años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;20-29 años;1;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;30-39 años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;40-49 años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;50-59 años;1;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;60-69 años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Hombre;> 70  años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;0-9 años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;10-19 años;1;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;20-29 años;1;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;30-39 años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;40-49 años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;50-59 años;3;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;60-69 años;0;No aplica
2020;Lista de espera de donación de órganos;Combinado Riñón-Hígado;Mujer;> 70  años;0;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;0-9 años;0;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;10-19 años;22;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;20-29 años;49;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;30-39 años;45;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;40-49 años;26;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;50-59 años;40;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;60-69 años;51;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Hombre;> 70  años;67;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;0-9 años;2;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;10-19 años;2;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;20-29 años;24;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;30-39 años;32;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;40-49 años;25;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;50-59 años;38;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;60-69 años;46;No aplica
2020;Lista de espera de donación de órganos;Tejidos (Córneas);Mujer;> 70  años;73;No aplica
2021;Lista de espera de donación de órganos;Riñón;Hombre;0-9 años;9;No aplica
2021;Lista de espera de donación de órganos;Riñón;Hombre;10-19 años;21;No aplica
2021;Lista de espera de donación de órganos;Riñón;Hombre;20-29 años;82;No aplica
2021;Lista de espera de donación de órganos;Riñón;Hombre;30-39 años;170;No aplica
2021;Lista de espera de donación de órganos;Riñón;Hombre;40-49 años;205;No aplica
2021;Lista de espera de donación de órganos;Riñón;Hombre;50-59 años;218;No aplica
2021;Lista de espera de donación de órganos;Riñón;Hombre;60-69 años;182;No aplica
2021;Lista de espera de donación de órganos;Riñón;Hombre;> 70  años;38;No aplica
2021;Lista de espera de donación de órganos;Riñón;Mujer;0-9 años;0;No aplica
2021;Lista de espera de donación de órganos;Riñón;Mujer;10-19 años;25;No aplica
2021;Lista de espera de donación de órganos;Riñón;Mujer;20-29 años;105;No aplica
2021;Lista de espera de donación de órganos;Riñón;Mujer;30-39 años;165;No aplica
2021;Lista de espera de donación de órganos;Riñón;Mujer;40-49 años;162;No aplica
2021;Lista de espera de donación de órganos;Riñón;Mujer;50-59 años;159;No aplica
2021;Lista de espera de donación de órganos;Riñón;Mujer;60-69 años;86;No aplica
2021;Lista de espera de donación de órganos;Riñón;Mujer;> 70  años;20;No aplica
2021;Lista de espera de donación de órganos;Corazón;Hombre;0-9 años;1;No aplica
2021;Lista de espera de donación de órganos;Corazón;Hombre;10-19 años;0;No aplica
2021;Lista de espera de donación de órganos;Corazón;Hombre;20-29 años;3;No aplica
2021;Lista de espera de donación de órganos;Corazón;Hombre;30-39 años;3;No aplica
2021;Lista de espera de donación de órganos;Corazón;Hombre;40-49 años;2;No aplica
2021;Lista de espera de donación de órganos;Corazón;Hombre;50-59 años;3;No aplica
2021;Lista de espera de donación de órganos;Corazón;Hombre;60-69 años;4;No aplica
